"","coordinates","created_at","hashtags","media","urls","favorite_count","id","in_reply_to_screen_name","in_reply_to_status_id","in_reply_to_user_id","lang","place","possibly_sensitive","retweet_count","reweet_id","retweet_screen_name","source","text","tweet_url","user_created_at","user_screen_name","user_default_profile_image","user_description","user_favourites_count","user_followers_count","user_friends_count","user_listed_count","user_location","user_name","user_screen_name.1","user_statuses_count","user_time_zone","user_urls","user_verified"
"497","","Mon May 11 21:46:49 +0000 2015","","","https://twitter.com/apcnigeria/sta",0,597880566000812032,"",NA,NA,"en","","False",1,NA,"","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","Seconded""@XvP_: Kwarapshin https://t.co/I1yB7P6tyd…""","https://twitter.com/KauruSufyan/status/597880566000812032","Thu Dec 05 13:07:16 +0000 2013","KauruSufyan","False","We ar al unique in our own ways.. U cnt be me, I can't be U, so Simple! Ammah Fullo. #Kaduna, Nigeria.",44,274,220,6,"Zaria, Kauru & Kauye","Sufyan Abdul Kauru","KauruSufyan",19208,"","","False"
"498","","Mon May 11 21:46:37 +0000 2015","","","",4,597880514708643968,"",NA,NA,"en","","",34,NA,"","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","“A leader is a dealer in hope.” Napoleon Bonaparte","https://twitter.com/APCNigeria/status/597880514708643841","Sat Feb 09 11:21:11 +0000 2013","APCNigeria","False","All Progressives Congress (APC Nigeria) is a conglomerate of all progressive forces in Nigeria coming together to save Nigeria from the brink of collapse.",561,186831,80,261,"Nigeria","APC Nigeria","APCNigeria",17208,"West Central Africa","http://www.apc.com.ng","False"
"499","","Mon May 11 21:46:30 +0000 2015","","","",0,597880484589339008,"APCNigeria",597879276055200000,1162687218,"en","","",0,NA,"","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","@APCNigeria it is CORRUPTION!!!","https://twitter.com/Kenwizzi/status/597880484589338624","Mon Nov 07 08:54:39 +0000 2011","Kenwizzi","True","",0,1,16,0,"","Kenneth  nwideh","Kenwizzi",3,"","","False"
"500","0.000000 0.000000","Mon May 11 21:46:28 +0000 2015","","","",0,597880476099943936,"APCNigeria",597879276055200000,1162687218,"en","Gombe, Nigeria","",0,NA,"","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@APCNigeria .employment, corruption, electricity and security.","https://twitter.com/08064821821/status/597880476099944448","Mon Jan 07 19:59:37 +0000 2013","8064821821","False","educationists",78,44,355,1,"gombe,","abba GM","8064821821",269,"","","False"
"501","","Mon May 11 21:46:24 +0000 2015","","","",0,597880461298369024,"APCNigeria",597876148547248000,1162687218,"en","","",0,NA,"","<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>","@APCNigeria - Many thanks but it has been used by someone faster than others. LOL.","https://twitter.com/jolaanimashaun/status/597880461298368514","Mon Oct 27 10:16:42 +0000 2014","jolaanimashaun","False","",1530,555,227,6,"","Jola Animashaun","jolaanimashaun",6673,"","","False"
"502","","Mon May 11 21:46:24 +0000 2015","","","http://www.naijaloaded.com.ng/2015/05/11/okorochas-n1billion-mansion-shocks-buhari/",0,597880460677612032,"APCNigeria",NA,1162687218,"en","","False",0,NA,"","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","@APCNigeria @PdpNigeria how true is this http://t.co/5uOmbu1s5B ? Is this part of industry he was talking about? @sapiosanct @MickeySunny","https://twitter.com/ibmuyi13/status/597880460677611521","Fri Nov 09 20:02:18 +0000 2012","ibmuyi13","False","Growing daily to make people around me feel fulfilled as we all focus on Him. He made me what am i today. Looking forward to accomplish the tasks ahead...",54,121,120,2,"Lagos","i09","ibmuyi13",2711,"Casablanca","","False"
"503","","Mon May 11 21:46:19 +0000 2015","","","",7,597880439693508992,"",NA,NA,"en","","",45,NA,"","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","“There is no passion to be found playing small – in settling for a life that is less than the one you are capable of living.”Nelson Mandela","https://twitter.com/APCNigeria/status/597880439693508609","Sat Feb 09 11:21:11 +0000 2013","APCNigeria","False","All Progressives Congress (APC Nigeria) is a conglomerate of all progressive forces in Nigeria coming together to save Nigeria from the brink of collapse.",561,186831,80,261,"Nigeria","APC Nigeria","APCNigeria",17208,"West Central Africa","http://www.apc.com.ng","False"
"504","","Mon May 11 21:46:19 +0000 2015","","","",0,597880437835506048,"APCNigeria",597879276055200000,1162687218,"en","","",0,NA,"","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","@apcnigeria Employment so that we the youths can render our selfless service too.","https://twitter.com/OuchmanB/status/597880437835505664","Wed Jul 24 08:00:37 +0000 2013","OuchmanB","False","I Fight(FEAR) i Overcomed(PAIN)And I Control(ANGER).",31,137,147,1,"If GOD IS THE DJ,then LIFE is the dancefloor,LOVE is the rythm,and you are the music.","OuChMaN BOb","OuchmanB",671,"","http://Manchesterunited.com","False"
"505","","Mon May 11 21:46:07 +0000 2015","RootCause","","",0,597880390938993024,"APCNigeria",597879276055200000,1162687218,"en","","",0,NA,"","<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>","@APCNigeria  most of the problems we have are direct consequences of corruption!
Let's deal with the #RootCause","https://twitter.com/ImanuelJuni/status/597880390938992640","Wed Sep 11 02:07:32 +0000 2013","ImanuelJuni","False","Extremely Nigerian.",47,20,57,0,"","Onyeche Juni Imanuel","ImanuelJuni",900,"","","False"
"506","","Mon May 11 21:46:05 +0000 2015","","","",0,597880381522715008,"APCNigeria",597879276055200000,1162687218,"en","","",0,NA,"","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","@apcnigeria Electricity first ...others can follow suit","https://twitter.com/ajala_olajide/status/597880381522714624","Wed Apr 22 16:37:15 +0000 2015","ajala_olajide","True","",4,21,309,0,"Lagos","Ajala Sunday Olajide","ajala_olajide",37,"","","False"
"507","","Mon May 11 21:45:57 +0000 2015","","","",0,597880346852598016,"APCNigeria",597879276055200000,1162687218,"en","","",0,NA,"","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","@apcnigeria corruption will definately solve the other problems","https://twitter.com/tobi_yusuff/status/597880346852597760","Thu Sep 01 15:47:45 +0000 2011","tobi_yusuff","False","I started getting it right when I started learning not to  please every human",457,253,334,9,"ibadan","Mai-Gida  yusuff","tobi_yusuff",18416,"","","False"
"508","","Mon May 11 21:45:56 +0000 2015","poll","","http://goo.gl/zaaygR",0,5.97880342436e+17,"",NA,NA,"en","","False",0,NA,"","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","What Should Be APC Government's #1 Agenda?; I voted Corruption, do yours.. http://t.co/jqTAytP4ga #poll via @opinionstage cc @APCNigeria","https://twitter.com/olamide_fawole/status/597880342435999744","Tue May 22 19:05:01 +0000 2012","olamide_fawole","False","Official Account.#Event #Planner. Member #WYPW #WYA...  Contact me.. 24E28BC7 ... Olamide.fawole@gmail.com",2,634,1295,3,"Worldwide","Olamide Fawole","olamide_fawole",876,"West Central Africa","http://www.cosmonewsngr.com","False"
"509","","Mon May 11 21:45:55 +0000 2015","","","",0,597880338581474944,"APCNigeria",597879276055200000,1162687218,"en","","",0,NA,"","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","@APCNigeria are these the promises GMB made to Nigerians? 1st cure GMB of his nervousness. Then bring Petrol to #40 as he claimed.","https://twitter.com/illuwelldickson/status/597880338581475328","Fri Aug 08 14:00:58 +0000 2014","illuwelldickson","False","Preacher, pastor, writer, husband, dad, live in Enugu Nigeria. See you in Heaven @ last.",11,56,275,3,"Nigeria","All is well","illuwelldickson",1076,"","","False"
"510","","Mon May 11 21:45:49 +0000 2015","","","",0,597880312513847040,"APCNigeria",597879276055200000,1162687218,"en","","",0,NA,"","<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>","@APCNigeria  Electricity, the government should banned all importation of Generators be it I pass my neighbor or picanto gen,","https://twitter.com/Muller_411/status/597880312513847296","Thu Oct 10 10:22:55 +0000 2013","Muller_411","False","....All u want I got it!. Online APC Chieftain #TeamLibra #Mad♥4GOD #TeamAutoFollowBack #MUFC #FCB",41,238,527,0,"Black Nation,LAGOS","LeBron Ajiboye®","Muller_411",3014,"","","False"
"511","","Mon May 11 21:45:37 +0000 2015","","","",0,597880262513577984,"APCNigeria",597879276055200000,1162687218,"en","","",0,NA,"","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","@APCNigeria Electricity abeg make we country take dey see road .","https://twitter.com/nautycutie/status/597880262513577984","Fri Dec 24 14:17:21 +0000 2010","nautycutie","False","Motivated to pursue excellence and impact others,wife,mom,Always on Point,A Diva,I'm fulfilling my destiny through seeking God!!!Matt19:26",2334,885,1999,7,"Houston,Tx","Elena Emetu","nautycutie",4652,"","","False"
"512","","Mon May 11 21:45:22 +0000 2015","","http://twitter.com/vanguardngrnews/status/597845410787524608/photo/1","http://www.vanguardngr.com/2015/05/jonathan-buhari-transition-committees-meet-say-no-rift/",0,597880199389273984,"",NA,NA,"en","","False",36,597845410787524992,"vanguardngrnews","<a href=""http://ubersocial.com"" rel=""nofollow"">UberSocial for BlackBerry</a>","RT @vanguardngrnews: Buhari transition committee faults APC, says no rift with presidency
http://t.co/4tHCzoat6K
@APCNigeria @PdpNigeria ht…","https://twitter.com/kingdabbie/status/597880199389274113","Tue Jun 23 21:52:45 +0000 2009","kingdabbie","False","Occasional genius...Dem dey solve maths to find my equal",50,311,252,1,"Rock city","'Motunde","kingdabbie",7276,"Hawaii","","False"
"513","","Mon May 11 21:45:22 +0000 2015","","","",0,597880198273569024,"APCNigeria",597879276055200000,1162687218,"en","","",0,NA,"","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","@APCNigeria Corruptricity","https://twitter.com/ProudlyAbia/status/597880198273568768","Mon Jan 05 18:17:59 +0000 2015","ProudlyAbia","False","All about Abia affair!!! Proudlyabia@gmail.com",1,44,119,0,"","Proudly Abia","ProudlyAbia",172,"","","False"
"514","","Mon May 11 21:45:08 +0000 2015","","","",0,597880142128685056,"APCNigeria",597877092185936000,1162687218,"en","","",0,NA,"","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","@APCNigeria how I wish....","https://twitter.com/horlabarmboh/status/597880142128685056","Fri Jan 20 20:54:00 +0000 2012","horlabarmboh","False","Be a reflection of what you'd like to see in others. If you want love,give love. If you want respect, give respect",25,143,119,2,"Lagos"," Olabambo Adegunle","horlabarmboh",733,"","","False"
"515","0.000000 0.000000","Mon May 11 21:45:06 +0000 2015","","","",0,597880132859272960,"APCNigeria",597879276055200000,1162687218,"en","Kano, Nigeria","",0,NA,"","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@APCNigeria Corruption","https://twitter.com/Jamalddeen/status/597880132859273217","Fri Dec 02 21:12:50 +0000 2011","Jamalddeen","False","Am cool and simple.",4,182,255,0,"Kano, Nigeria","Jamal Garba Dankaka","Jamalddeen",191,"","","False"
"516","","Mon May 11 21:45:03 +0000 2015","","http://twitter.com/vanguardngrnews/status/597478405647499264/photo/1","http://www.vanguardngr.com/?p=518310",0,597880120846754048,"",NA,NA,"en","","False",63,597478405647499008,"vanguardngrnews","<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>","RT @vanguardngrnews: .@MBuhari will be President of Nigeria not @APCNigeria President - Tambuwal
http://t.co/FouYqGNE1x
@PdpNigeria http://…","https://twitter.com/sagysagir/status/597880120846753792","Tue Dec 27 12:23:52 +0000 2011","sagysagir","False","",14413,1318,994,5,"","EDEN HAZARD ","sagysagir",29882,"","","False"
"517","","Mon May 11 21:44:50 +0000 2015","","","",0,597880068153745024,"APCNigeria",597870380456484992,1162687218,"en","","",0,NA,"","<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>","@APCNigeria nice one but my CAR will be nicest if it comes reality...","https://twitter.com/Kollafrika/status/597880068153745408","Thu Aug 26 17:09:34 +0000 2010","Kollafrika","False","PING ME!!! Pin:2BDD4659... I gossip, I gist, I write Lyrics, Poems, Rhymes and Notes...",627,362,1902,1,"Everywhere","ƉīşǷƱƮąþξ Kθǁǎƒŕīķǎ","Kollafrika",3690,"Amsterdam","http://www.kollafrika.org","False"
"518","","Mon May 11 21:44:50 +0000 2015","","","",0,597880065293188992,"APCNigeria",597879276055200000,1162687218,"en","","",0,NA,"","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","@APCNigeria education for me, cos education in Ojodu LGA had gone down into the river. Help our children learn.","https://twitter.com/jerry_spl/status/597880065293189121","Fri Nov 01 11:41:10 +0000 2013","jerry_spl","False","A father/DOP/ Sound Recordist / Manager of Series Pictures Limited-an event filming company.",12,132,269,0,"Lagos- Nigeria","Series Pictures ","jerry_spl",1628,"","","False"
"519","","Mon May 11 21:44:43 +0000 2015","","","https://twitter.com/APCNigeria/status/597879276055199744",0,597880035228446976,"",NA,NA,"en","","False",0,NA,"","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Corruption,Electricity https://t.co/Wy3HOzf8XD","https://twitter.com/NwaokorieP/status/597880035228446720","Tue Apr 24 09:38:48 +0000 2012","NwaokorieP","False","",6,41,442,0,"lagos","promise nwaokorie","NwaokorieP",90,"","","False"
"520","","Mon May 11 21:44:31 +0000 2015","","","",0,597879987727965952,"APCNigeria",597879276055200000,1162687218,"en","","",0,NA,"","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","@APCNigeria justice","https://twitter.com/chukwudihex/status/597879987727966211","Wed Sep 30 15:52:05 +0000 2009","chukwudihex","False","just me #Teamcancer #cfc",172,523,1034,4,"Nigeria","chu","chukwudihex",7079,"West Central Africa","","False"
"521","0.000000 0.000000","Mon May 11 21:44:29 +0000 2015","","","https://twitter.com/APCNigeria/status/597879276055199744",0,597879978806620032,"",NA,NA,"en","Lagos, Nigeria","False",0,NA,"","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Electricity https://t.co/DQfrNXPizR","https://twitter.com/UsmanLanray/status/597879978806620162","Sun Aug 10 10:47:07 +0000 2014","UsmanLanray","False","Avant-garde!!!",52,35,152,0,"Lagos, Nigeria","Akinbiyi Usman","UsmanLanray",134,"","","False"
"522","","Mon May 11 21:44:27 +0000 2015","","","",0,597879970661273984,"APCNigeria",597879276055200000,1162687218,"en","","",0,NA,"","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","@APCNigeria very simple! Make kerosene available at N50 and stop PMS scarcity","https://twitter.com/sarafam1/status/597879970661273600","Tue Sep 11 17:27:43 +0000 2012","sarafam1","False","Solar Power Engineer",1,20,127,0,"Abuja","sarafam","sarafam1",230,"","","False"
"523","","Mon May 11 21:44:19 +0000 2015","","","",0,597879935525638016,"APCNigeria",597879276055200000,1162687218,"en","","",0,NA,"","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","@APCNigeria corruption","https://twitter.com/Kenwizzi/status/597879935525638144","Mon Nov 07 08:54:39 +0000 2011","Kenwizzi","True","",0,1,16,0,"","Kenneth  nwideh","Kenwizzi",3,"","","False"
"524","","Mon May 11 21:44:16 +0000 2015","","","",0,597879925325037952,"APCNigeria",597879276055200000,1162687218,"en","","",0,NA,"","<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","@APCNigeria we hv never lacked policies in all sectors of govt but corruption has prevent execution so if you kill it every other will work","https://twitter.com/Salamiten/status/597879925325037569","Tue May 10 20:23:25 +0000 2011","Salamiten","False","CSP",32,93,303,1,"Lagos, Nigeria","salami1010","Salamiten",393,"","","False"
"525","","Mon May 11 21:44:11 +0000 2015","","","",0,597879902218649984,"APCNigeria",597879276055200000,1162687218,"en","","",0,NA,"","<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>","@APCNigeria Electricity Abeg","https://twitter.com/d4dewale/status/597879902218649601","Sun Jun 27 12:36:33 +0000 2010","d4dewale","False","Dis is a Verified Celebrity Twitter Account.
Please respect them and do not be rude.
▌█║▌│█│║▌║║▌║││█║▌
© Official
Profile 2015 Verified by Twitter!!!",31,665,1960,2,"Gidi Reppin","Hommie™ Adewale®","d4dewale",3786,"London","http://facebook.com/hardhaywhalayibrahimovich","False"
"526","","Mon May 11 21:44:10 +0000 2015","","http://twitter.com/vanguardngrnews/status/597478405647499264/photo/1","http://www.vanguardngr.com/?p=518310",0,597879897256807936,"",NA,NA,"en","","False",63,597478405647499008,"vanguardngrnews","<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","RT @vanguardngrnews: .@MBuhari will be President of Nigeria not @APCNigeria President - Tambuwal
http://t.co/FouYqGNE1x
@PdpNigeria http://…","https://twitter.com/iludon71/status/597879897256808450","Sat May 18 18:28:04 +0000 2013","iludon71","False","Aminatu,Allimatu,Fatimatu.............",10,262,561,0,"kano,nigeria","Mr-0ctober_24","iludon71",1593,"","","False"
"527","","Mon May 11 21:44:05 +0000 2015","","","",0,597879877354791040,"APCNigeria",597879276055200000,1162687218,"en","","",0,NA,"","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","@APCNigeria I think APC govt's priority should be sharing airtime daily on social media since that was what gave them power.","https://twitter.com/victoriacerta/status/597879877354790912","Wed May 01 18:12:14 +0000 2013","victoriacerta","False","a pencil in the hand of the creator.",0,33,24,0,"Unknown","Michael","victoriacerta",282,"","","False"
"528","","Mon May 11 21:44:02 +0000 2015","","","",0,597879865153565056,"APCNigeria",597879276055200000,1162687218,"en","","",0,NA,"","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","@APCNigeria security","https://twitter.com/cheitaincy/status/597879865153564673","Thu Dec 04 22:34:35 +0000 2014","cheitaincy","False","Kind and friendly...",1,16,121,0,"Kaduna","Jafar Mohd Bello","cheitaincy",52,"","","False"
"529","","Mon May 11 21:44:00 +0000 2015","","","https://twitter.com/apcnigeria/status/597879276055199744",0,597879857524125952,"",NA,NA,"en","","False",0,NA,"","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Corruption  @APCNigeria  https://t.co/CH1o4LoUYJ","https://twitter.com/queensheedah/status/597879857524125697","Sat Apr 25 10:27:12 +0000 2015","queensheedah","False","New acct",0,48,55,0,"","Rasheedah Dagana","queensheedah",54,"","","False"
"530","","Mon May 11 21:43:57 +0000 2015","","http://twitter.com/vanguardngrnews/status/597478405647499264/photo/1","http://www.vanguardngr.com/?p=518310",0,597879843464806016,"",NA,NA,"en","","False",63,597478405647499008,"vanguardngrnews","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","RT @vanguardngrnews: .@MBuhari will be President of Nigeria not @APCNigeria President - Tambuwal
http://t.co/FouYqGNE1x
@PdpNigeria http://…","https://twitter.com/khaliboi_01/status/597879843464806400","Sun Sep 26 17:35:27 +0000 2010","khaliboi_01","False","You cannot be so afraid of failure that you don't attempt to succeed.. May Aljannah be ur home Samira♥",25,388,269,2,"","Uncle Hamma ","khaliboi_01",35009,"West Central Africa","","False"
"531","","Mon May 11 21:43:46 +0000 2015","","","",0,597879796744487040,"APCNigeria",597879276055200000,1162687218,"en","","",0,NA,"","<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>","@APCNigeria  stick to your manifestos, that will do a lot for Nigerians. Nothing like first or second, all are emergencies","https://twitter.com/AAmaunam/status/597879796744486912","Sat Oct 09 10:08:29 +0000 2010","AAmaunam","False","Upcoming Entrepreneur |ICT/Recommender Systems expert | Working on MobiTour | Ardent Football Man | God personified.",26,193,396,7,"Akure","Aidee Amaunam","AAmaunam",4054,"Amsterdam","","False"
"532","","Mon May 11 21:43:41 +0000 2015","","","",0,597879778675396992,"Senier007",597878326762562048,99754490,"en","","",0,NA,"","<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>","@Senier007 @APCNigeria  it is for fun,Campaign Era has gone. U can do the same thing too, it has nothing to do with politics. Enjoy the fun","https://twitter.com/Ahmedolatunji2/status/597879778675396608","Tue Jun 26 18:02:58 +0000 2012","Ahmedolatunji2","False","",60,14,240,0,"Ilorin ","Ahmed olatunji","Ahmedolatunji2",75,"","","False"
"533","","Mon May 11 21:43:39 +0000 2015","","","",0,597879770190369024,"APCNigeria",597879276055200000,1162687218,"en","","",0,NA,"","<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>","@APCNigeria corruption and every other thing with re align","https://twitter.com/OrofoEiye/status/597879770190368768","Sat May 17 16:53:12 +0000 2014","OrofoEiye","False","",6,38,92,0,"","Eiye Orofo","OrofoEiye",102,"","","False"
"534","","Mon May 11 21:43:37 +0000 2015","modupe","","",0,597879761357136000,"APCNigeria",NA,1162687218,"en","","",0,NA,"","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","@APCnigeria appreciation #modupe","https://twitter.com/Strange_Lilt/status/597879761357135872","Tue Jul 02 20:07:08 +0000 2013","Strange_Lilt","False","Artiste+performer+Sonq_writter|For Bookings contact +2349034690888 |send ur mail to ridwanfolaranmi@gmail.com",18,97,286,0,"Lagos","Ridwayne Lilt","Strange_Lilt",366,"","","False"
"535","","Mon May 11 21:43:37 +0000 2015","","","",0,597879759629120000,"APCNigeria",597879276055200000,1162687218,"en","","",0,NA,"","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","@APCNigeria. Security","https://twitter.com/cheitaincy/status/597879759629119488","Thu Dec 04 22:34:35 +0000 2014","cheitaincy","False","Kind and friendly...",1,16,121,0,"Kaduna","Jafar Mohd Bello","cheitaincy",52,"","","False"
"536","","Mon May 11 21:43:37 +0000 2015","","","",0,597879758647665024,"APCNigeria",597877092185936000,1162687218,"und","","",0,NA,"","<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>","@APCNigeria  hmmmmmmmm","https://twitter.com/UmomuduUsman/status/597879758647664641","Fri Aug 15 18:02:25 +0000 2014","UmomuduUsman","False","",3,299,2002,0,"","usman momudu","UmomuduUsman",192,"","","False"
"537","","Mon May 11 21:43:36 +0000 2015","Everything","","",0,597879755795472000,"APCNigeria",597879276055200000,1162687218,"und","","",0,NA,"","<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>","@APCNigeria  #Everything","https://twitter.com/_oluewu/status/597879755795472385","Fri Jan 10 06:34:03 +0000 2014","_oluewu","False","I am lovely person and easy going.",30,14,67,0,"ABUJA","OLUEWU  BUKOLA","_oluewu",50,"","","False"
"538","","Mon May 11 21:43:33 +0000 2015","","","",0,597879741102820992,"APCNigeria",597879276055200000,1162687218,"en","","",0,NA,"","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@APCNigeria Electricity","https://twitter.com/ogacheko1/status/597879741102821377","Mon May 21 15:17:28 +0000 2012","ogacheko1","True","",17,11,72,0,"","ogacheko","ogacheko1",150,"","","False"
"539","","Mon May 11 21:43:32 +0000 2015","","http://twitter.com/vanguardngrnews/status/597478405647499264/photo/1","http://www.vanguardngr.com/?p=518310",0,597879738473030016,"",NA,NA,"en","","False",63,597478405647499008,"vanguardngrnews","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @vanguardngrnews: .@MBuhari will be President of Nigeria not @APCNigeria President - Tambuwal
http://t.co/FouYqGNE1x
@PdpNigeria http://…","https://twitter.com/larexolanrewaj2/status/597879738473029632","Fri May 09 05:38:57 +0000 2014","larexolanrewaj2","False","",12,42,190,0,"ogbomoso, OYO state, Nigeria ","okunade olanrewaju","larexolanrewaj2",1071,"","","False"
"540","","Mon May 11 21:43:23 +0000 2015","","","",0,597879701403762944,"APCNigeria",597879276055200000,1162687218,"en","","",0,NA,"","<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>","@APCNigeria  tackle corruption Baba and our problems are 70% over","https://twitter.com/ImanuelJuni/status/597879701403762688","Wed Sep 11 02:07:32 +0000 2013","ImanuelJuni","False","Extremely Nigerian.",47,20,57,0,"","Onyeche Juni Imanuel","ImanuelJuni",900,"","","False"
"541","0.000000 0.000000","Mon May 11 21:43:15 +0000 2015","","","https://twitter.com/APCNigeria/status/597865028172304384",0,597879667761291008,"",NA,NA,"und","Port Harcourt, Nigeria","False",0,NA,"","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Cc @wickedstepmami  https://t.co/1ygo9hfN3W","https://twitter.com/eclecticgoks/status/597879667761291264","Sun Jul 31 16:23:04 +0000 2011","eclecticgoks","False","Doctor|| UI Alumnus|| Ex Boy-Soldier|| Socio-critic       RTs not endorsement",241,556,544,1,"Clinic","Corleone","eclecticgoks",5440,"Quito","","False"
"542","","Mon May 11 21:43:09 +0000 2015","","","",0,597879641592988032,"",NA,NA,"en","","",0,NA,"","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","Insecurity 4 anything to occur must be under peaceful atmosphere@apcnigeria","https://twitter.com/MrTsoho/status/597879641592987648","Wed Jan 16 14:02:48 +0000 2013","MrTsoho","False","",5,11,51,0,"Gombe Nigeria","Muhammadu Rabiu","MrTsoho",64,"","","False"
"543","","Mon May 11 21:43:08 +0000 2015","","","",0,597879636421389952,"APCNigeria",597879276055200000,1162687218,"en","","",0,NA,"","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","@APCNigeria security/employment","https://twitter.com/Babeyst/status/597879636421390337","Wed Jul 20 23:18:41 +0000 2011","Babeyst","False","Hi Simple and Gentle likewise Friendly.",219,154,71,1,"Pleteau Jos","Abu Muh'd","Babeyst",6053,"","http://www.facebook.com","False"
"544","","Mon May 11 21:43:07 +0000 2015","","","",0,597879635242851968,"APCNigeria",597879276055200000,1162687218,"en","","",0,NA,"","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@APCNigeria electricity this will open door to others.","https://twitter.com/FolakunmiM/status/597879635242852356","Wed Aug 07 18:32:14 +0000 2013","FolakunmiM","False","I love to be me. That's the best thing I wanna be.",7,62,228,0,"","GMB Martini!","FolakunmiM",337,"","","False"
"545","","Mon May 11 21:43:07 +0000 2015","","","",0,597879634584313984,"APCNigeria",597879276055200000,1162687218,"en","","",0,NA,"","<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>","@APCNigeria corruption","https://twitter.com/ademeedayo/status/597879634584313856","Sun Apr 17 11:22:08 +0000 2011","ademeedayo","False","Psychology",23,144,233,0,"Lagos","Abdul rasaq","ademeedayo",2692,"","","False"
"546","","Mon May 11 21:43:02 +0000 2015","","","",0,597879613944163968,"APCNigeria",597879276055200000,1162687218,"en","","",0,NA,"","<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>","@APCNigeria..Employment.","https://twitter.com/DARABZUSMAN/status/597879613944164352","Mon Jun 28 13:39:25 +0000 2010","DARABZUSMAN","False","Project Engineer.
Build Option Real Estate.",25,67,125,1,"Abuja NIGERIA","Engr Rabiu Usman","DARABZUSMAN",450,"","","False"
